Prim,VTX,IDX,Position[0],Position[1],Position[2],Position[3],Diffuse,Specular,Fog,TexCoord0[0],TexCoord0[1],TexCoord0[2],TexCoord0[3],TexCoord1[0],TexCoord1[1],TexCoord1[2],TexCoord1[3],TexCoord2[0],TexCoord2[1],TexCoord2[2],TexCoord2[3]
128,384,43,0.144,-0.773,4.540,5.533,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.976,0.733,0.418,44.709,0.976,0.733,0.418,44.709,-0.602,0.073,-0.795,44.709
128,385,104,-0.067,-0.946,4.620,5.613,"D3DCOLOR_ARGB(0xff,0x81,0x81,0x81)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.886,0.849,0.418,44.709,0.886,0.849,0.418,44.709,-0.272,0.259,-0.927,44.709
128,386,97,-0.070,-0.723,4.554,5.548,"D3DCOLOR_ARGB(0xff,0x71,0x71,0x71)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.883,0.723,0.418,44.709,0.883,0.723,0.418,44.709,-0.133,-0.001,-0.991,44.709
129,387,101,-0.090,0.386,4.322,5.315,"D3DCOLOR_ARGB(0xff,0x9f,0x9f,0x9f)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.919,0.082,0.418,44.709,0.919,0.082,0.418,44.709,-0.171,0.442,-0.881,44.709
129,388,100,-0.137,0.286,4.418,5.412,"D3DCOLOR_ARGB(0xff,0x96,0x96,0x96)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.868,0.191,0.418,44.709,0.868,0.191,0.418,44.709,-0.360,0.542,-0.760,44.709
129,389,105,-0.261,0.387,4.373,5.367,"D3DCOLOR_ARGB(0xff,0xd5,0xd5,0xd5)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.840,0.109,0.418,44.709,0.840,0.109,0.418,44.709,-0.025,0.839,-0.544,44.709
130,390,106,-0.256,0.283,4.277,5.271,"D3DCOLOR_ARGB(0xff,0xee,0xee,0xee)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.881,0.063,0.418,44.709,0.881,0.063,0.418,44.709,0.567,0.547,-0.616,44.709
130,391,105,-0.261,0.387,4.373,5.367,"D3DCOLOR_ARGB(0xff,0xd5,0xd5,0xd5)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.840,0.109,0.418,44.709,0.840,0.109,0.418,44.709,-0.025,0.839,-0.544,44.709
130,392,107,-0.406,0.322,4.326,5.320,"D3DCOLOR_ARGB(0xff,0xff,0xff,0xff)","D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)",1.000,0.831,0.088,0.418,44.709,0.831,0.088,0.418,44.709,0.537,0.837,-0.104,44.709
131,393,105,-0.261,0.387,4.373,5.367,"D3DCOLOR_ARGB(0xff,0xd5,0xd5,0xd5)","D3DCOLOR_ARGB(0xff,0x02,0x02,0x02)",1.000,0.840,0.109,0.418,44.709,0.840,0.109,0.418,44.709,-0.025,0.839,-0.544,44.709
131,394,106,-0.256,0.283,4.277,5.271,"D3DCOLOR_ARGB(0xff,0xee,0xee,0xee)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.881,0.063,0.418,44.709,0.881,0.063,0.418,44.709,0.567,0.547,-0.616,44.709
131,395,101,-0.090,0.386,4.322,5.315,"D3DCOLOR_ARGB(0xff,0x9f,0x9f,0x9f)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.919,0.082,0.418,44.709,0.919,0.082,0.418,44.709,-0.171,0.442,-0.881,44.709
132,396,108,-0.114,0.522,4.291,5.285,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.278,0.192,0.418,44.709,0.278,0.192,0.418,44.709,0.065,-0.178,-0.982,44.709
132,397,88,-0.256,0.283,4.277,5.271,"D3DCOLOR_ARGB(0xff,0xee,0xee,0xee)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.298,0.313,0.418,44.709,0.298,0.313,0.418,44.709,0.567,0.547,-0.616,44.709
132,398,85,-0.278,0.359,4.252,5.246,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.321,0.271,0.418,44.709,0.321,0.271,0.418,44.709,0.679,-0.214,-0.702,44.709
133,399,88,-0.256,0.283,4.277,5.271,"D3DCOLOR_ARGB(0xff,0xee,0xee,0xee)","D3DCOLOR_ARGB(0xff,0x03,0x03,0x03)",1.000,0.298,0.313,0.418,44.709,0.298,0.313,0.418,44.709,0.567,0.547,-0.616,44.709
133,400,108,-0.114,0.522,4.291,5.285,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.278,0.192,0.418,44.709,0.278,0.192,0.418,44.709,0.065,-0.178,-0.982,44.709
133,401,109,-0.090,0.386,4.322,5.315,"D3DCOLOR_ARGB(0xff,0x9f,0x9f,0x9f)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.249,0.262,0.418,44.709,0.249,0.262,0.418,44.709,-0.171,0.442,-0.881,44.709
134,402,110,-0.140,0.686,4.284,5.278,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.299,0.098,0.418,44.709,0.299,0.098,0.418,44.709,0.232,-0.337,-0.913,44.709
134,403,85,-0.278,0.359,4.252,5.246,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.321,0.271,0.418,44.709,0.321,0.271,0.418,44.709,0.679,-0.214,-0.702,44.709
134,404,89,-0.307,0.474,4.224,5.218,"D3DCOLOR_ARGB(0xff,0xa3,0xa3,0xa3)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.349,0.209,0.418,44.709,0.349,0.209,0.418,44.709,0.720,-0.232,-0.654,44.709
135,405,85,-0.278,0.359,4.252,5.246,"D3DCOLOR_ARGB(0xff,0xa2,0xa2,0xa2)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.321,0.271,0.418,44.709,0.321,0.271,0.418,44.709,0.679,-0.214,-0.702,44.709
135,406,110,-0.140,0.686,4.284,5.278,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.299,0.098,0.418,44.709,0.299,0.098,0.418,44.709,0.232,-0.337,-0.913,44.709
135,407,108,-0.114,0.522,4.291,5.285,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.278,0.192,0.418,44.709,0.278,0.192,0.418,44.709,0.065,-0.178,-0.982,44.709
136,408,60,0.071,0.518,4.278,5.272,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.225,0.135,0.418,44.709,0.225,0.135,0.418,44.709,-0.606,-0.059,-0.793,44.709
136,409,109,-0.090,0.386,4.322,5.315,"D3DCOLOR_ARGB(0xff,0x9f,0x9f,0x9f)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.249,0.262,0.418,44.709,0.249,0.262,0.418,44.709,-0.171,0.442,-0.881,44.709
136,410,108,-0.114,0.522,4.291,5.285,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.278,0.192,0.418,44.709,0.278,0.192,0.418,44.709,0.065,-0.178,-0.982,44.709
137,411,109,-0.090,0.386,4.322,5.315,"D3DCOLOR_ARGB(0xff,0x9f,0x9f,0x9f)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.249,0.262,0.418,44.709,0.249,0.262,0.418,44.709,-0.171,0.442,-0.881,44.709
137,412,60,0.071,0.518,4.278,5.272,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.225,0.135,0.418,44.709,0.225,0.135,0.418,44.709,-0.606,-0.059,-0.793,44.709
137,413,61,0.074,0.352,4.306,5.300,"D3DCOLOR_ARGB(0xff,0x7a,0x7a,0x7a)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.202,0.210,0.418,44.709,0.202,0.210,0.418,44.709,-0.525,0.446,-0.725,44.709
138,414,62,0.083,0.696,4.264,5.257,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.248,0.027,0.418,44.709,0.248,0.027,0.418,44.709,-0.586,-0.314,-0.747,44.709
138,415,108,-0.114,0.522,4.291,5.285,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.278,0.192,0.418,44.709,0.278,0.192,0.418,44.709,0.065,-0.178,-0.982,44.709
138,416,110,-0.140,0.686,4.284,5.278,"D3DCOLOR_ARGB(0xff,0x6c,0x6c,0x6c)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.299,0.098,0.418,44.709,0.299,0.098,0.418,44.709,0.232,-0.337,-0.913,44.709
139,417,108,-0.114,0.522,4.291,5.285,"D3DCOLOR_ARGB(0xff,0x70,0x70,0x70)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.278,0.192,0.418,44.709,0.278,0.192,0.418,44.709,0.065,-0.178,-0.982,44.709
139,418,62,0.083,0.696,4.264,5.257,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.248,0.027,0.418,44.709,0.248,0.027,0.418,44.709,-0.586,-0.314,-0.747,44.709
139,419,60,0.071,0.518,4.278,5.272,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.225,0.135,0.418,44.709,0.225,0.135,0.418,44.709,-0.606,-0.059,-0.793,44.709
140,420,111,0.307,-1.549,4.350,5.344,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.512,0.161,0.418,44.709,0.512,0.161,0.418,44.709,-0.539,0.398,0.742,44.709
140,421,112,0.372,-1.503,4.377,5.370,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.469,0.162,0.418,44.709,0.469,0.162,0.418,44.709,-0.578,0.378,0.723,44.709
140,422,113,0.306,-1.245,4.355,5.349,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.469,0.010,0.418,44.709,0.469,0.010,0.418,44.709,-0.529,0.405,0.746,44.709
141,423,113,0.306,-1.245,4.355,5.349,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.469,0.010,0.418,44.709,0.469,0.010,0.418,44.709,-0.529,0.405,0.746,44.709
141,424,114,0.233,-1.295,4.331,5.325,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.513,0.011,0.418,44.709,0.513,0.011,0.418,44.709,-0.486,0.415,0.769,44.709
141,425,111,0.307,-1.549,4.350,5.344,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.512,0.161,0.418,44.709,0.512,0.161,0.418,44.709,-0.539,0.398,0.742,44.709
142,426,115,0.453,-1.399,4.448,5.442,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.512,0.161,0.418,44.709,0.512,0.161,0.418,44.709,-0.858,0.324,0.399,44.709
142,427,116,0.478,-1.351,4.485,5.478,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.469,0.162,0.418,44.709,0.469,0.162,0.418,44.709,-0.882,0.303,0.362,44.709
142,428,117,0.426,-1.094,4.466,5.460,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.469,0.010,0.418,44.709,0.469,0.010,0.418,44.709,-0.871,0.319,0.374,44.709
143,429,117,0.426,-1.094,4.466,5.460,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.469,0.010,0.418,44.709,0.469,0.010,0.418,44.709,-0.871,0.319,0.374,44.709
143,430,118,0.396,-1.147,4.429,5.423,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.513,0.010,0.418,44.709,0.513,0.010,0.418,44.709,-0.844,0.347,0.409,44.709
143,431,115,0.453,-1.399,4.448,5.442,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.512,0.161,0.418,44.709,0.512,0.161,0.418,44.709,-0.858,0.324,0.399,44.709
144,432,119,-0.159,-1.280,4.338,5.332,"D3DCOLOR_ARGB(0xff,0x94,0x94,0x94)","D3DCOLOR_ARGB(0xff,0x12,0x12,0x12)",1.000,0.727,0.988,0.418,44.709,0.727,0.988,0.418,44.709,0.592,-0.010,0.806,44.709
144,433,120,0.047,-1.289,4.314,5.308,"D3DCOLOR_ARGB(0xff,0x6f,0x6f,0x6f)","D3DCOLOR_ARGB(0xff,0x09,0x09,0x09)",1.000,0.785,0.988,0.418,44.709,0.785,0.988,0.418,44.709,0.209,0.025,0.978,44.709
144,434,121,-0.161,-1.193,4.321,5.315,"D3DCOLOR_ARGB(0xff,0x98,0x98,0x98)","D3DCOLOR_ARGB(0xff,0x16,0x16,0x16)",1.000,0.737,0.938,0.418,44.709,0.737,0.938,0.418,44.709,0.593,0.022,0.805,44.709
145,435,122,0.051,-1.201,4.299,5.293,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.786,0.937,0.418,44.709,0.786,0.937,0.418,44.709,-0.003,0.061,0.998,44.709
145,436,121,-0.161,-1.193,4.321,5.315,"D3DCOLOR_ARGB(0xff,0x98,0x98,0x98)","D3DCOLOR_ARGB(0xff,0x16,0x16,0x16)",1.000,0.737,0.938,0.418,44.709,0.737,0.938,0.418,44.709,0.593,0.022,0.805,44.709
145,437,120,0.047,-1.289,4.314,5.308,"D3DCOLOR_ARGB(0xff,0x6f,0x6f,0x6f)","D3DCOLOR_ARGB(0xff,0x09,0x09,0x09)",1.000,0.785,0.988,0.418,44.709,0.785,0.988,0.418,44.709,0.209,0.025,0.978,44.709
146,438,123,0.188,-1.212,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.866,0.988,0.418,44.709,0.866,0.988,0.418,44.709,-0.305,0.060,0.950,44.709
146,439,124,0.187,-1.131,4.314,5.308,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.867,0.937,0.418,44.709,0.867,0.937,0.418,44.709,-0.414,0.095,0.905,44.709
146,440,125,0.051,-1.201,4.299,5.293,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.820,0.937,0.418,44.709,0.820,0.937,0.418,44.709,-0.003,0.061,0.998,44.709
147,441,125,0.051,-1.201,4.299,5.293,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.820,0.937,0.418,44.709,0.820,0.937,0.418,44.709,-0.003,0.061,0.998,44.709
147,442,126,0.047,-1.289,4.314,5.308,"D3DCOLOR_ARGB(0xff,0x6f,0x6f,0x6f)","D3DCOLOR_ARGB(0xff,0x09,0x09,0x09)",1.000,0.820,0.988,0.418,44.709,0.820,0.988,0.418,44.709,0.209,0.025,0.978,44.709
147,443,123,0.188,-1.212,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.866,0.988,0.418,44.709,0.866,0.988,0.418,44.709,-0.305,0.060,0.950,44.709
148,444,127,0.296,-1.118,4.355,5.349,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.794,0.988,0.418,44.709,0.794,0.988,0.418,44.709,-0.591,0.109,0.800,44.709
148,445,128,0.290,-1.041,4.343,5.337,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.793,0.937,0.418,44.709,0.793,0.937,0.418,44.709,-0.655,0.096,0.750,44.709
148,446,129,0.187,-1.131,4.314,5.308,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.753,0.937,0.418,44.709,0.753,0.937,0.418,44.709,-0.414,0.095,0.905,44.709
149,447,129,0.187,-1.131,4.314,5.308,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.753,0.937,0.418,44.709,0.753,0.937,0.418,44.709,-0.414,0.095,0.905,44.709
149,448,130,0.188,-1.212,4.326,5.320,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.752,0.988,0.418,44.709,0.752,0.988,0.418,44.709,-0.305,0.060,0.950,44.709
149,449,127,0.296,-1.118,4.355,5.349,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.794,0.988,0.418,44.709,0.794,0.988,0.418,44.709,-0.591,0.109,0.800,44.709
150,450,131,0.370,-1.024,4.394,5.388,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.747,0.988,0.418,44.709,0.747,0.988,0.418,44.709,-0.801,0.044,0.597,44.709
150,451,132,0.371,-0.950,4.382,5.376,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.747,0.937,0.418,44.709,0.747,0.937,0.418,44.709,-0.873,0.005,0.487,44.709
150,452,133,0.290,-1.041,4.343,5.337,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.799,0.937,0.418,44.709,0.799,0.937,0.418,44.709,-0.655,0.096,0.750,44.709
151,453,133,0.290,-1.041,4.343,5.337,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.799,0.937,0.418,44.709,0.799,0.937,0.418,44.709,-0.655,0.096,0.750,44.709
151,454,134,0.296,-1.118,4.355,5.349,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.799,0.988,0.418,44.709,0.799,0.988,0.418,44.709,-0.591,0.109,0.800,44.709
151,455,131,0.370,-1.024,4.394,5.388,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.747,0.988,0.418,44.709,0.747,0.988,0.418,44.709,-0.801,0.044,0.597,44.709
152,456,135,0.398,-0.942,4.445,5.438,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.697,0.988,0.418,44.709,0.697,0.988,0.418,44.709,-0.990,-0.027,0.138,44.709
152,457,136,0.399,-0.865,4.434,5.427,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.697,0.937,0.418,44.709,0.697,0.937,0.418,44.709,-0.992,-0.027,-0.119,44.709
152,458,132,0.371,-0.950,4.382,5.376,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.747,0.937,0.418,44.709,0.747,0.937,0.418,44.709,-0.873,0.005,0.487,44.709
153,459,132,0.371,-0.950,4.382,5.376,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.747,0.937,0.418,44.709,0.747,0.937,0.418,44.709,-0.873,0.005,0.487,44.709
153,460,131,0.370,-1.024,4.394,5.388,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.747,0.988,0.418,44.709,0.747,0.988,0.418,44.709,-0.801,0.044,0.597,44.709
153,461,135,0.398,-0.942,4.445,5.438,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.697,0.988,0.418,44.709,0.697,0.988,0.418,44.709,-0.990,-0.027,0.138,44.709
154,462,137,0.319,-0.874,4.497,5.491,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.864,0.988,0.418,44.709,0.864,0.988,0.418,44.709,-0.897,-0.045,-0.440,44.709
154,463,138,0.318,-0.790,4.484,5.478,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.864,0.937,0.418,44.709,0.864,0.937,0.418,44.709,-0.847,-0.042,-0.530,44.709
154,464,139,0.399,-0.865,4.434,5.427,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.810,0.937,0.418,44.709,0.810,0.937,0.418,44.709,-0.992,-0.027,-0.119,44.709
155,465,139,0.399,-0.865,4.434,5.427,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.810,0.937,0.418,44.709,0.810,0.937,0.418,44.709,-0.992,-0.027,-0.119,44.709
155,466,140,0.398,-0.942,4.445,5.438,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.809,0.988,0.418,44.709,0.809,0.988,0.418,44.709,-0.990,-0.027,0.138,44.709
155,467,137,0.319,-0.874,4.497,5.491,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.864,0.988,0.418,44.709,0.864,0.988,0.418,44.709,-0.897,-0.045,-0.440,44.709
156,468,141,0.155,-0.795,4.554,5.548,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.601,0.988,0.418,44.709,0.601,0.988,0.418,44.709,-0.605,-0.053,-0.794,44.709
156,469,142,0.156,-0.715,4.541,5.535,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.601,0.937,0.418,44.709,0.601,0.937,0.418,44.709,-0.605,-0.061,-0.794,44.709
156,470,143,0.318,-0.790,4.484,5.478,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.937,0.418,44.709,0.671,0.937,0.418,44.709,-0.847,-0.042,-0.530,44.709
157,471,143,0.318,-0.790,4.484,5.478,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.937,0.418,44.709,0.671,0.937,0.418,44.709,-0.847,-0.042,-0.530,44.709
157,472,144,0.319,-0.874,4.497,5.491,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.671,0.988,0.418,44.709,0.671,0.988,0.418,44.709,-0.897,-0.045,-0.440,44.709
157,473,141,0.155,-0.795,4.554,5.548,"D3DCOLOR_ARGB(0xff,0x6b,0x6b,0x6b)","D3DCOLOR_ARGB(0xff,0x00,0x00,0x00)",1.000,0.601,0.988,0.418,44.709,0.601,0.988,0.418,44.709,-0.605,-0.053,-0.794,44.709
158,474,145,-0.159,-1.280,4.338,5.332,"D3DCOLOR_ARGB(0xff,0x94,0x94,0x94)","D3DCOLOR_ARGB(0xff,0x12,0x12,0x12)",1.000,0.975,0.988,0.418,44.709,0.975,0.988,0.418,44.709,0.592,-0.010,0.806,44.709
158,475,146,-0.161,-1.193,4.321,5.315,"D3DCOLOR_ARGB(0xff,0x98,0x98,0x98)","D3DCOLOR_ARGB(0xff,0x16,0x16,0x16)",1.000,0.964,0.938,0.418,44.709,0.964,0.938,0.418,44.709,0.593,0.022,0.805,44.709
158,476,147,-0.324,-1.172,4.383,5.377,"D3DCOLOR_ARGB(0xff,0xb8,0xb8,0xb8)","D3DCOLOR_ARGB(0xff,0x13,0x13,0x13)",1.000,0.901,0.988,0.418,44.709,0.901,0.988,0.418,44.709,0.876,0.008,0.483,44.709
159,477,148,-0.327,-1.082,4.370,5.364,"D3DCOLOR_ARGB(0xff,0xc7,0xc7,0xc7)","D3DCOLOR_ARGB(0xff,0x10,0x10,0x10)",1.000,0.900,0.937,0.418,44.709,0.900,0.937,0.418,44.709,0.958,0.037,0.284,44.709
159,478,147,-0.324,-1.172,4.383,5.377,"D3DCOLOR_ARGB(0xff,0xb8,0xb8,0xb8)","D3DCOLOR_ARGB(0xff,0x13,0x13,0x13)",1.000,0.901,0.988,0.418,44.709,0.901,0.988,0.418,44.709,0.876,0.008,0.483,44.709
159,479,146,-0.161,-1.193,4.321,5.315,"D3DCOLOR_ARGB(0xff,0x98,0x98,0x98)","D3DCOLOR_ARGB(0xff,0x16,0x16,0x16)",1.000,0.964,0.938,0.418,44.709,0.964,0.938,0.418,44.709,0.593,0.022,0.805,44.709
160,480,149,-0.366,-1.037,4.430,5.423,"D3DCOLOR_ARGB(0xff,0xd0,0xd0,0xd0)","D3DCOLOR_ARGB(0xff,0x05,0x05,0x05)",1.000,0.841,0.988,0.418,44.709,0.841,0.988,0.418,44.709,0.999,0.027,-0.021,44.709
